sku,store_id,qty
SKU000016,STORE_MUMBAI,127
SKU000016,STORE_DELHI,84
SKU000016,STORE_BANGALORE,99
SKU000016,STORE_PUNE,121
SKU000016,STORE_CHENNAI,160
SKU000017,STORE_MUMBAI,132
SKU000017,STORE_DELHI,93
SKU000017,STORE_BANGALORE,213
SKU000017,STORE_PUNE,163
SKU000017,STORE_CHENNAI,90
SKU000018,STORE_MUMBAI,236
SKU000018,STORE_DELHI,84
SKU000018,STORE_BANGALORE,104
SKU000018,STORE_PUNE,104
SKU000018,STORE_CHENNAI,138
SKU000019,STORE_MUMBAI,150
SKU000019,STORE_DELHI,78
SKU000019,STORE_BANGALORE,147
SKU000019,STORE_PUNE,168
SKU000019,STORE_CHENNAI,185
SKU000020,STORE_MUMBAI,295
SKU000020,STORE_DELHI,132
SKU000020,STORE_BANGALORE,198
SKU000020,STORE_PUNE,120
SKU000020,STORE_CHENNAI,185
SKU000021,STORE_MUMBAI,242
SKU000021,STORE_DELHI,232
SKU000021,STORE_BANGALORE,92
SKU000021,STORE_PUNE,162
SKU000021,STORE_CHENNAI,54
SKU000022,STORE_MUMBAI,120
SKU000022,STORE_DELHI,97
SKU000022,STORE_BANGALORE,194
SKU000022,STORE_PUNE,111
SKU000022,STORE_CHENNAI,61
SKU000023,STORE_MUMBAI,241
SKU000023,STORE_DELHI,102
SKU000023,STORE_BANGALORE,107
SKU000023,STORE_PUNE,101
SKU000023,STORE_CHENNAI,86
SKU000024,STORE_MUMBAI,178
SKU000024,STORE_DELHI,241
SKU000024,STORE_BANGALORE,163
SKU000024,STORE_PUNE,74
SKU000024,STORE_CHENNAI,150
SKU000025,STORE_MUMBAI,254
SKU000025,STORE_DELHI,200
SKU000025,STORE_BANGALORE,60
SKU000025,STORE_PUNE,44
SKU000025,STORE_CHENNAI,191
SKU000026,STORE_MUMBAI,182
SKU000026,STORE_DELHI,96
SKU000026,STORE_BANGALORE,196
SKU000026,STORE_PUNE,54
SKU000026,STORE_CHENNAI,139
SKU000027,STORE_MUMBAI,121
SKU000027,STORE_DELHI,193
SKU000027,STORE_BANGALORE,238
SKU000027,STORE_PUNE,102
SKU000027,STORE_CHENNAI,145
SKU000028,STORE_MUMBAI,131
SKU000028,STORE_DELHI,165
SKU000028,STORE_BANGALORE,191
SKU000028,STORE_PUNE,68
SKU000028,STORE_CHENNAI,85
SKU000029,STORE_MUMBAI,92
SKU000029,STORE_DELHI,229
SKU000029,STORE_BANGALORE,130
SKU000029,STORE_PUNE,125
SKU000029,STORE_CHENNAI,77
SKU000030,STORE_MUMBAI,145
SKU000030,STORE_DELHI,239
SKU000030,STORE_BANGALORE,104
SKU000030,STORE_PUNE,101
SKU000030,STORE_CHENNAI,183
SKU000031,STORE_MUMBAI,107
SKU000031,STORE_DELHI,97
SKU000031,STORE_BANGALORE,167
SKU000031,STORE_PUNE,83
SKU000031,STORE_CHENNAI,133
SKU000032,STORE_MUMBAI,109
SKU000032,STORE_DELHI,259
SKU000032,STORE_BANGALORE,134
SKU000032,STORE_PUNE,167
SKU000032,STORE_CHENNAI,141
SKU000033,STORE_MUMBAI,296
SKU000033,STORE_DELHI,259
SKU000033,STORE_BANGALORE,188
SKU000033,STORE_PUNE,160
SKU000033,STORE_CHENNAI,76
SKU000034,STORE_MUMBAI,269
SKU000034,STORE_DELHI,190
SKU000034,STORE_BANGALORE,175
SKU000034,STORE_PUNE,42
SKU000034,STORE_CHENNAI,152
SKU000035,STORE_MUMBAI,277
SKU000035,STORE_DELHI,224
SKU000035,STORE_BANGALORE,196
SKU000035,STORE_PUNE,101
SKU000035,STORE_CHENNAI,100
SKU000036,STORE_MUMBAI,251
SKU000036,STORE_DELHI,221
SKU000036,STORE_BANGALORE,118
SKU000036,STORE_PUNE,157
SKU000036,STORE_CHENNAI,145
SKU000037,STORE_MUMBAI,295
SKU000037,STORE_DELHI,249
SKU000037,STORE_BANGALORE,172
SKU000037,STORE_PUNE,101
SKU000037,STORE_CHENNAI,101
SKU000038,STORE_MUMBAI,91
SKU000038,STORE_DELHI,108
SKU000038,STORE_BANGALORE,189
SKU000038,STORE_PUNE,170
SKU000038,STORE_CHENNAI,162
SKU000039,STORE_MUMBAI,180
SKU000039,STORE_DELHI,182
SKU000039,STORE_BANGALORE,140
SKU000039,STORE_PUNE,152
SKU000039,STORE_CHENNAI,51
SKU000040,STORE_MUMBAI,209
SKU000040,STORE_DELHI,123
SKU000040,STORE_BANGALORE,146
SKU000040,STORE_PUNE,168
SKU000040,STORE_CHENNAI,196
SKU000041,STORE_MUMBAI,205
SKU000041,STORE_DELHI,199
SKU000041,STORE_BANGALORE,112
SKU000041,STORE_PUNE,107
SKU000041,STORE_CHENNAI,172
SKU000042,STORE_MUMBAI,224
SKU000042,STORE_DELHI,107
SKU000042,STORE_BANGALORE,83
SKU000042,STORE_PUNE,108
SKU000042,STORE_CHENNAI,165
SKU000043,STORE_MUMBAI,177
SKU000043,STORE_DELHI,208
SKU000043,STORE_BANGALORE,203
SKU000043,STORE_PUNE,136
SKU000043,STORE_CHENNAI,173
SKU000044,STORE_MUMBAI,266
SKU000044,STORE_DELHI,139
SKU000044,STORE_BANGALORE,152
SKU000044,STORE_PUNE,42
SKU000044,STORE_CHENNAI,197
SKU000045,STORE_MUMBAI,266
SKU000045,STORE_DELHI,233
SKU000045,STORE_BANGALORE,206
SKU000045,STORE_PUNE,129
SKU000045,STORE_CHENNAI,196
SKU000046,STORE_MUMBAI,227
SKU000046,STORE_DELHI,165
SKU000046,STORE_BANGALORE,111
SKU000046,STORE_PUNE,167
SKU000046,STORE_CHENNAI,88
SKU000047,STORE_MUMBAI,161
SKU000047,STORE_DELHI,173
SKU000047,STORE_BANGALORE,188
SKU000047,STORE_PUNE,50
SKU000047,STORE_CHENNAI,91
SKU000048,STORE_MUMBAI,178
SKU000048,STORE_DELHI,76
SKU000048,STORE_BANGALORE,203
SKU000048,STORE_PUNE,129
SKU000048,STORE_CHENNAI,161
SKU000049,STORE_MUMBAI,139
SKU000049,STORE_DELHI,182
SKU000049,STORE_BANGALORE,61
SKU000049,STORE_PUNE,168
SKU000049,STORE_CHENNAI,97
SKU000050,STORE_MUMBAI,219
SKU000050,STORE_DELHI,106
SKU000050,STORE_BANGALORE,219
SKU000050,STORE_PUNE,48
SKU000050,STORE_CHENNAI,148
SKU000051,STORE_MUMBAI,226
SKU000051,STORE_DELHI,117
SKU000051,STORE_BANGALORE,190
SKU000051,STORE_PUNE,93
SKU000051,STORE_CHENNAI,169
SKU000052,STORE_MUMBAI,240
SKU000052,STORE_DELHI,221
SKU000052,STORE_BANGALORE,175
SKU000052,STORE_PUNE,114
SKU000052,STORE_CHENNAI,162
SKU000053,STORE_MUMBAI,279
SKU000053,STORE_DELHI,233
SKU000053,STORE_BANGALORE,225
SKU000053,STORE_PUNE,143
SKU000053,STORE_CHENNAI,133
SKU000054,STORE_MUMBAI,191
SKU000054,STORE_DELHI,168
SKU000054,STORE_BANGALORE,212
SKU000054,STORE_PUNE,132
SKU000054,STORE_CHENNAI,195
SKU000055,STORE_MUMBAI,207
SKU000055,STORE_DELHI,179
SKU000055,STORE_BANGALORE,141
SKU000055,STORE_PUNE,93
SKU000055,STORE_CHENNAI,117
SKU000056,STORE_MUMBAI,112
SKU000056,STORE_DELHI,211
SKU000056,STORE_BANGALORE,80
SKU000056,STORE_PUNE,87
SKU000056,STORE_CHENNAI,197
SKU000057,STORE_MUMBAI,207
SKU000057,STORE_DELHI,205
SKU000057,STORE_BANGALORE,194
SKU000057,STORE_PUNE,167
SKU000057,STORE_CHENNAI,82
SKU000058,STORE_MUMBAI,255
SKU000058,STORE_DELHI,256
SKU000058,STORE_BANGALORE,174
SKU000058,STORE_PUNE,158
SKU000058,STORE_CHENNAI,71
SKU000059,STORE_MUMBAI,237
SKU000059,STORE_DELHI,107
SKU000059,STORE_BANGALORE,168
SKU000059,STORE_PUNE,90
SKU000059,STORE_CHENNAI,57
SKU000060,STORE_MUMBAI,106
SKU000060,STORE_DELHI,96
SKU000060,STORE_BANGALORE,80
SKU000060,STORE_PUNE,69
SKU000060,STORE_CHENNAI,146
SKU000061,STORE_MUMBAI,107
SKU000061,STORE_DELHI,180
SKU000061,STORE_BANGALORE,120
SKU000061,STORE_PUNE,87
SKU000061,STORE_CHENNAI,196
SKU000062,STORE_MUMBAI,83
SKU000062,STORE_DELHI,104
SKU000062,STORE_BANGALORE,108
SKU000062,STORE_PUNE,56
SKU000062,STORE_CHENNAI,95
SKU000063,STORE_MUMBAI,196
SKU000063,STORE_DELHI,75
SKU000063,STORE_BANGALORE,158
SKU000063,STORE_PUNE,163
SKU000063,STORE_CHENNAI,86
SKU000064,STORE_MUMBAI,103
SKU000064,STORE_DELHI,162
SKU000064,STORE_BANGALORE,105
SKU000064,STORE_PUNE,134
SKU000064,STORE_CHENNAI,148
SKU000065,STORE_MUMBAI,267
SKU000065,STORE_DELHI,185
SKU000065,STORE_BANGALORE,219
SKU000065,STORE_PUNE,106
SKU000065,STORE_CHENNAI,177
SKU000066,STORE_MUMBAI,97
SKU000066,STORE_DELHI,94
SKU000066,STORE_BANGALORE,113
SKU000066,STORE_PUNE,97
SKU000066,STORE_CHENNAI,116
SKU000067,STORE_MUMBAI,183
SKU000067,STORE_DELHI,243
SKU000067,STORE_BANGALORE,83
SKU000067,STORE_PUNE,153
SKU000067,STORE_CHENNAI,81
SKU000068,STORE_MUMBAI,254
SKU000068,STORE_DELHI,155
SKU000068,STORE_BANGALORE,210
SKU000068,STORE_PUNE,166
SKU000068,STORE_CHENNAI,179
SKU000069,STORE_MUMBAI,297
SKU000069,STORE_DELHI,86
SKU000069,STORE_BANGALORE,163
SKU000069,STORE_PUNE,176
SKU000069,STORE_CHENNAI,92
SKU000070,STORE_MUMBAI,255
SKU000070,STORE_DELHI,108
SKU000070,STORE_BANGALORE,229
SKU000070,STORE_PUNE,65
SKU000070,STORE_CHENNAI,148
SKU000071,STORE_MUMBAI,129
SKU000071,STORE_DELHI,222
SKU000071,STORE_BANGALORE,211
SKU000071,STORE_PUNE,52
SKU000071,STORE_CHENNAI,109
SKU000072,STORE_MUMBAI,214
SKU000072,STORE_DELHI,126
SKU000072,STORE_BANGALORE,95
SKU000072,STORE_PUNE,59
SKU000072,STORE_CHENNAI,114
SKU000073,STORE_MUMBAI,87
SKU000073,STORE_DELHI,213
SKU000073,STORE_BANGALORE,201
SKU000073,STORE_PUNE,154
SKU000073,STORE_CHENNAI,192
SKU000074,STORE_MUMBAI,171
SKU000074,STORE_DELHI,167
SKU000074,STORE_BANGALORE,125
SKU000074,STORE_PUNE,71
SKU000074,STORE_CHENNAI,135
SKU000075,STORE_MUMBAI,130
SKU000075,STORE_DELHI,222
SKU000075,STORE_BANGALORE,122
SKU000075,STORE_PUNE,164
SKU000075,STORE_CHENNAI,199
SKU000076,STORE_MUMBAI,137
SKU000076,STORE_DELHI,127
SKU000076,STORE_BANGALORE,145
SKU000076,STORE_PUNE,88
SKU000076,STORE_CHENNAI,119
SKU000077,STORE_MUMBAI,94
SKU000077,STORE_DELHI,123
SKU000077,STORE_BANGALORE,160
SKU000077,STORE_PUNE,47
SKU000077,STORE_CHENNAI,102
SKU000078,STORE_MUMBAI,139
SKU000078,STORE_DELHI,177
SKU000078,STORE_BANGALORE,64
SKU000078,STORE_PUNE,142
SKU000078,STORE_CHENNAI,55
SKU000079,STORE_MUMBAI,188
SKU000079,STORE_DELHI,185
SKU000079,STORE_BANGALORE,153
SKU000079,STORE_PUNE,86
SKU000079,STORE_CHENNAI,148
SKU000080,STORE_MUMBAI,134
SKU000080,STORE_DELHI,237
SKU000080,STORE_BANGALORE,111
SKU000080,STORE_PUNE,52
SKU000080,STORE_CHENNAI,163
SKU000081,STORE_MUMBAI,203
SKU000081,STORE_DELHI,175
SKU000081,STORE_BANGALORE,217
SKU000081,STORE_PUNE,159
SKU000081,STORE_CHENNAI,112
SKU000082,STORE_MUMBAI,98
SKU000082,STORE_DELHI,161
SKU000082,STORE_BANGALORE,117
SKU000082,STORE_PUNE,129
SKU000082,STORE_CHENNAI,166
SKU000083,STORE_MUMBAI,141
SKU000083,STORE_DELHI,92
SKU000083,STORE_BANGALORE,186
SKU000083,STORE_PUNE,176
SKU000083,STORE_CHENNAI,189
SKU000084,STORE_MUMBAI,208
SKU000084,STORE_DELHI,127
SKU000084,STORE_BANGALORE,181
SKU000084,STORE_PUNE,40
SKU000084,STORE_CHENNAI,83
SKU000085,STORE_MUMBAI,175
SKU000085,STORE_DELHI,195
SKU000085,STORE_BANGALORE,177
SKU000085,STORE_PUNE,87
SKU000085,STORE_CHENNAI,138
SKU000086,STORE_MUMBAI,196
SKU000086,STORE_DELHI,198
SKU000086,STORE_BANGALORE,75
SKU000086,STORE_PUNE,108
SKU000086,STORE_CHENNAI,71
SKU000087,STORE_MUMBAI,172
SKU000087,STORE_DELHI,145
SKU000087,STORE_BANGALORE,213
SKU000087,STORE_PUNE,125
SKU000087,STORE_CHENNAI,78
SKU000088,STORE_MUMBAI,285
SKU000088,STORE_DELHI,138
SKU000088,STORE_BANGALORE,106
SKU000088,STORE_PUNE,133
SKU000088,STORE_CHENNAI,193
SKU000089,STORE_MUMBAI,297
SKU000089,STORE_DELHI,245
SKU000089,STORE_BANGALORE,144
SKU000089,STORE_PUNE,78
SKU000089,STORE_CHENNAI,149
SKU000090,STORE_MUMBAI,112
SKU000090,STORE_DELHI,170
SKU000090,STORE_BANGALORE,82
SKU000090,STORE_PUNE,49
SKU000090,STORE_CHENNAI,118
SKU000091,STORE_MUMBAI,179
SKU000091,STORE_DELHI,103
SKU000091,STORE_BANGALORE,239
SKU000091,STORE_PUNE,177
SKU000091,STORE_CHENNAI,196
SKU000092,STORE_MUMBAI,265
SKU000092,STORE_DELHI,165
SKU000092,STORE_BANGALORE,60
SKU000092,STORE_PUNE,108
SKU000092,STORE_CHENNAI,53
SKU000093,STORE_MUMBAI,95
SKU000093,STORE_DELHI,93
SKU000093,STORE_BANGALORE,139
SKU000093,STORE_PUNE,41
SKU000093,STORE_CHENNAI,177
SKU000094,STORE_MUMBAI,239
SKU000094,STORE_DELHI,153
SKU000094,STORE_BANGALORE,211
SKU000094,STORE_PUNE,179
SKU000094,STORE_CHENNAI,173
SKU000095,STORE_MUMBAI,112
SKU000095,STORE_DELHI,230
SKU000095,STORE_BANGALORE,238
SKU000095,STORE_PUNE,140
SKU000095,STORE_CHENNAI,61
SKU000096,STORE_MUMBAI,146
SKU000096,STORE_DELHI,134
SKU000096,STORE_BANGALORE,220
SKU000096,STORE_PUNE,113
SKU000096,STORE_CHENNAI,92
SKU000097,STORE_MUMBAI,123
SKU000097,STORE_DELHI,98
SKU000097,STORE_BANGALORE,200
SKU000097,STORE_PUNE,51
SKU000097,STORE_CHENNAI,144
SKU000098,STORE_MUMBAI,125
SKU000098,STORE_DELHI,199
SKU000098,STORE_BANGALORE,94
SKU000098,STORE_PUNE,120
SKU000098,STORE_CHENNAI,139
SKU000099,STORE_MUMBAI,87
SKU000099,STORE_DELHI,162
SKU000099,STORE_BANGALORE,213
SKU000099,STORE_PUNE,129
SKU000099,STORE_CHENNAI,164
SKU000100,STORE_MUMBAI,184
SKU000100,STORE_DELHI,204
SKU000100,STORE_BANGALORE,117
SKU000100,STORE_PUNE,153
SKU000100,STORE_CHENNAI,124
SKU000101,STORE_MUMBAI,236
SKU000101,STORE_DELHI,189
SKU000101,STORE_BANGALORE,223
SKU000101,STORE_PUNE,60
SKU000101,STORE_CHENNAI,187
SKU000102,STORE_MUMBAI,180
SKU000102,STORE_DELHI,221
SKU000102,STORE_BANGALORE,236
SKU000102,STORE_PUNE,138
SKU000102,STORE_CHENNAI,85
SKU000103,STORE_MUMBAI,289
SKU000103,STORE_DELHI,165
SKU000103,STORE_BANGALORE,211
SKU000103,STORE_PUNE,76
SKU000103,STORE_CHENNAI,61
SKU000104,STORE_MUMBAI,192
SKU000104,STORE_DELHI,252
SKU000104,STORE_BANGALORE,72
SKU000104,STORE_PUNE,62
SKU000104,STORE_CHENNAI,148
SKU000105,STORE_MUMBAI,184
SKU000105,STORE_DELHI,99
SKU000105,STORE_BANGALORE,76
SKU000105,STORE_PUNE,152
SKU000105,STORE_CHENNAI,111
SKU000106,STORE_MUMBAI,163
SKU000106,STORE_DELHI,181
SKU000106,STORE_BANGALORE,145
SKU000106,STORE_PUNE,58
SKU000106,STORE_CHENNAI,149
SKU000107,STORE_MUMBAI,219
SKU000107,STORE_DELHI,258
SKU000107,STORE_BANGALORE,206
SKU000107,STORE_PUNE,115
SKU000107,STORE_CHENNAI,58
SKU000108,STORE_MUMBAI,278
SKU000108,STORE_DELHI,97
SKU000108,STORE_BANGALORE,187
SKU000108,STORE_PUNE,91
SKU000108,STORE_CHENNAI,132
SKU000109,STORE_MUMBAI,190
SKU000109,STORE_DELHI,213
SKU000109,STORE_BANGALORE,176
SKU000109,STORE_PUNE,108
SKU000109,STORE_CHENNAI,148
SKU000110,STORE_MUMBAI,219
SKU000110,STORE_DELHI,94
SKU000110,STORE_BANGALORE,239
SKU000110,STORE_PUNE,162
SKU000110,STORE_CHENNAI,102
SKU000111,STORE_MUMBAI,230
SKU000111,STORE_DELHI,213
SKU000111,STORE_BANGALORE,116
SKU000111,STORE_PUNE,78
SKU000111,STORE_CHENNAI,158
SKU000112,STORE_MUMBAI,260
SKU000112,STORE_DELHI,111
SKU000112,STORE_BANGALORE,226
SKU000112,STORE_PUNE,161
SKU000112,STORE_CHENNAI,182
SKU000113,STORE_MUMBAI,242
SKU000113,STORE_DELHI,144
SKU000113,STORE_BANGALORE,205
SKU000113,STORE_PUNE,115
SKU000113,STORE_CHENNAI,58
SKU000114,STORE_MUMBAI,153
SKU000114,STORE_DELHI,255
SKU000114,STORE_BANGALORE,204
SKU000114,STORE_PUNE,46
SKU000114,STORE_CHENNAI,190
SKU000115,STORE_MUMBAI,247
SKU000115,STORE_DELHI,239
SKU000115,STORE_BANGALORE,196
SKU000115,STORE_PUNE,66
SKU000115,STORE_CHENNAI,171
SKU000116,STORE_MUMBAI,273
SKU000116,STORE_DELHI,74
SKU000116,STORE_BANGALORE,88
SKU000116,STORE_PUNE,122
SKU000116,STORE_CHENNAI,185
SKU000117,STORE_MUMBAI,188
SKU000117,STORE_DELHI,134
SKU000117,STORE_BANGALORE,145
SKU000117,STORE_PUNE,110
SKU000117,STORE_CHENNAI,94
SKU000118,STORE_MUMBAI,211
SKU000118,STORE_DELHI,105
SKU000118,STORE_BANGALORE,129
SKU000118,STORE_PUNE,58
SKU000118,STORE_CHENNAI,157
SKU000119,STORE_MUMBAI,261
SKU000119,STORE_DELHI,236
SKU000119,STORE_BANGALORE,150
SKU000119,STORE_PUNE,129
SKU000119,STORE_CHENNAI,68
SKU000120,STORE_MUMBAI,118
SKU000120,STORE_DELHI,195
SKU000120,STORE_BANGALORE,232
SKU000120,STORE_PUNE,165
SKU000120,STORE_CHENNAI,107
SKU000121,STORE_MUMBAI,227
SKU000121,STORE_DELHI,130
SKU000121,STORE_BANGALORE,186
SKU000121,STORE_PUNE,144
SKU000121,STORE_CHENNAI,50
SKU000122,STORE_MUMBAI,210
SKU000122,STORE_DELHI,161
SKU000122,STORE_BANGALORE,172
SKU000122,STORE_PUNE,95
SKU000122,STORE_CHENNAI,166
SKU000123,STORE_MUMBAI,213
SKU000123,STORE_DELHI,127
SKU000123,STORE_BANGALORE,103
SKU000123,STORE_PUNE,100
SKU000123,STORE_CHENNAI,96
SKU000124,STORE_MUMBAI,228
SKU000124,STORE_DELHI,149
SKU000124,STORE_BANGALORE,177
SKU000124,STORE_PUNE,59
SKU000124,STORE_CHENNAI,195
SKU000125,STORE_MUMBAI,126
SKU000125,STORE_DELHI,118
SKU000125,STORE_BANGALORE,73
SKU000125,STORE_PUNE,40
SKU000125,STORE_CHENNAI,166
SKU000126,STORE_MUMBAI,133
SKU000126,STORE_DELHI,187
SKU000126,STORE_BANGALORE,62
SKU000126,STORE_PUNE,51
SKU000126,STORE_CHENNAI,123
SKU000127,STORE_MUMBAI,95
SKU000127,STORE_DELHI,171
SKU000127,STORE_BANGALORE,211
SKU000127,STORE_PUNE,156
SKU000127,STORE_CHENNAI,57
SKU000128,STORE_MUMBAI,201
SKU000128,STORE_DELHI,161
SKU000128,STORE_BANGALORE,223
SKU000128,STORE_PUNE,129
SKU000128,STORE_CHENNAI,185
SKU000129,STORE_MUMBAI,265
SKU000129,STORE_DELHI,129
SKU000129,STORE_BANGALORE,237
SKU000129,STORE_PUNE,67
SKU000129,STORE_CHENNAI,150
SKU000130,STORE_MUMBAI,120
SKU000130,STORE_DELHI,224
SKU000130,STORE_BANGALORE,204
SKU000130,STORE_PUNE,85
SKU000130,STORE_CHENNAI,84
SKU000131,STORE_MUMBAI,213
SKU000131,STORE_DELHI,151
SKU000131,STORE_BANGALORE,174
SKU000131,STORE_PUNE,86
SKU000131,STORE_CHENNAI,59
SKU000132,STORE_MUMBAI,135
SKU000132,STORE_DELHI,99
SKU000132,STORE_BANGALORE,168
SKU000132,STORE_PUNE,44
SKU000132,STORE_CHENNAI,168
SKU000133,STORE_MUMBAI,112
SKU000133,STORE_DELHI,187
SKU000133,STORE_BANGALORE,124
SKU000133,STORE_PUNE,50
SKU000133,STORE_CHENNAI,134
SKU000134,STORE_MUMBAI,105
SKU000134,STORE_DELHI,132
SKU000134,STORE_BANGALORE,145
SKU000134,STORE_PUNE,98
SKU000134,STORE_CHENNAI,76
SKU000135,STORE_MUMBAI,256
SKU000135,STORE_DELHI,230
SKU000135,STORE_BANGALORE,157
SKU000135,STORE_PUNE,144
SKU000135,STORE_CHENNAI,148
SKU000136,STORE_MUMBAI,208
SKU000136,STORE_DELHI,218
SKU000136,STORE_BANGALORE,114
SKU000136,STORE_PUNE,45
SKU000136,STORE_CHENNAI,144
SKU000137,STORE_MUMBAI,212
SKU000137,STORE_DELHI,171
SKU000137,STORE_BANGALORE,62
SKU000137,STORE_PUNE,62
SKU000137,STORE_CHENNAI,102
SKU000138,STORE_MUMBAI,244
SKU000138,STORE_DELHI,152
SKU000138,STORE_BANGALORE,204
SKU000138,STORE_PUNE,124
SKU000138,STORE_CHENNAI,127
SKU000139,STORE_MUMBAI,280
SKU000139,STORE_DELHI,179
SKU000139,STORE_BANGALORE,60
SKU000139,STORE_PUNE,90
SKU000139,STORE_CHENNAI,53
SKU000140,STORE_MUMBAI,269
SKU000140,STORE_DELHI,182
SKU000140,STORE_BANGALORE,91
SKU000140,STORE_PUNE,73
SKU000140,STORE_CHENNAI,141
SKU000141,STORE_MUMBAI,174
SKU000141,STORE_DELHI,141
SKU000141,STORE_BANGALORE,98
SKU000141,STORE_PUNE,157
SKU000141,STORE_CHENNAI,52
SKU000142,STORE_MUMBAI,202
SKU000142,STORE_DELHI,119
SKU000142,STORE_BANGALORE,71
SKU000142,STORE_PUNE,93
SKU000142,STORE_CHENNAI,182
SKU000143,STORE_MUMBAI,136
SKU000143,STORE_DELHI,214
SKU000143,STORE_BANGALORE,171
SKU000143,STORE_PUNE,86
SKU000143,STORE_CHENNAI,134
SKU000144,STORE_MUMBAI,221
SKU000144,STORE_DELHI,135
SKU000144,STORE_BANGALORE,134
SKU000144,STORE_PUNE,142
SKU000144,STORE_CHENNAI,87
SKU000145,STORE_MUMBAI,129
SKU000145,STORE_DELHI,167
SKU000145,STORE_BANGALORE,141
SKU000145,STORE_PUNE,69
SKU000145,STORE_CHENNAI,128
SKU000146,STORE_MUMBAI,170
SKU000146,STORE_DELHI,248
SKU000146,STORE_BANGALORE,111
SKU000146,STORE_PUNE,118
SKU000146,STORE_CHENNAI,79
SKU000147,STORE_MUMBAI,185
SKU000147,STORE_DELHI,120
SKU000147,STORE_BANGALORE,140
SKU000147,STORE_PUNE,172
SKU000147,STORE_CHENNAI,78
SKU000148,STORE_MUMBAI,211
SKU000148,STORE_DELHI,207
SKU000148,STORE_BANGALORE,204
SKU000148,STORE_PUNE,113
SKU000148,STORE_CHENNAI,66
SKU000149,STORE_MUMBAI,163
SKU000149,STORE_DELHI,138
SKU000149,STORE_BANGALORE,93
SKU000149,STORE_PUNE,45
SKU000149,STORE_CHENNAI,102
SKU000150,STORE_MUMBAI,273
SKU000150,STORE_DELHI,195
SKU000150,STORE_BANGALORE,102
SKU000150,STORE_PUNE,154
SKU000150,STORE_CHENNAI,160
SKU000151,STORE_MUMBAI,230
SKU000151,STORE_DELHI,252
SKU000151,STORE_BANGALORE,139
SKU000151,STORE_PUNE,134
SKU000151,STORE_CHENNAI,167
SKU000152,STORE_MUMBAI,223
SKU000152,STORE_DELHI,77
SKU000152,STORE_BANGALORE,191
SKU000152,STORE_PUNE,143
SKU000152,STORE_CHENNAI,181
SKU000153,STORE_MUMBAI,263
SKU000153,STORE_DELHI,94
SKU000153,STORE_BANGALORE,155
SKU000153,STORE_PUNE,132
SKU000153,STORE_CHENNAI,110
SKU000154,STORE_MUMBAI,201
SKU000154,STORE_DELHI,120
SKU000154,STORE_BANGALORE,206
