order_id,customer_id,items,total_amount,status,created_at
ORD000029,330,"[{""sku"": ""SKU000799"", ""qty"": 2, ""unit_price"": 1340.0, ""line_total"": 2680.0}]",2680.0,delivered,2025-11-19T19:09:38.844279
ORD000030,292,"[{""sku"": ""SKU000798"", ""qty"": 2, ""unit_price"": 1020.0, ""line_total"": 2040.0}, {""sku"": ""SKU000518"", ""qty"": 3, ""unit_price"": 1670.0, ""line_total"": 5010.0}]",7050.0,delivered,2025-11-20T09:00:38.844740
ORD000031,271,"[{""sku"": ""SKU000699"", ""qty"": 2, ""unit_price"": 1380.0, ""line_total"": 2760.0}, {""sku"": ""SKU000404"", ""qty"": 3, ""unit_price"": 1760.0, ""line_total"": 5280.0}, {""sku"": ""SKU000100"", ""qty"": 1, ""unit_price"": 1357.52, ""line_total"": 1357.52}, {""sku"": ""SKU000182"", ""qty"": 2, ""unit_price"": 4681.36, ""line_total"": 9362.72}]",18760.24,delivered,2025-12-06T01:43:38.845319
ORD000032,210,"[{""sku"": ""SKU000463"", ""qty"": 2, ""unit_price"": 1540.0, ""line_total"": 3080.0}, {""sku"": ""SKU000900"", ""qty"": 2, ""unit_price"": 1270.0, ""line_total"": 2540.0}, {""sku"": ""SKU000553"", ""qty"": 3, ""unit_price"": 1030.0, ""line_total"": 3090.0}, {""sku"": ""SKU000226"", ""qty"": 2, ""unit_price"": 1402.69, ""line_total"": 2805.38}]",11515.38,delivered,2025-11-24T23:08:38.845894
ORD000033,278,"[{""sku"": ""SKU000223"", ""qty"": 3, ""unit_price"": 595.52, ""line_total"": 1786.56}, {""sku"": ""SKU000842"", ""qty"": 3, ""unit_price"": 1090.0, ""line_total"": 3270.0}, {""sku"": ""SKU000501"", ""qty"": 3, ""unit_price"": 1080.0, ""line_total"": 3240.0}, {""sku"": ""SKU000428"", ""qty"": 1, ""unit_price"": 1160.0, ""line_total"": 1160.0}]",9456.56,delivered,2025-11-13T06:39:38.846483
ORD000034,434,"[{""sku"": ""SKU000657"", ""qty"": 3, ""unit_price"": 940.0, ""line_total"": 2820.0}, {""sku"": ""SKU000406"", ""qty"": 2, ""unit_price"": 1300.0, ""line_total"": 2600.0}, {""sku"": ""SKU000832"", ""qty"": 1, ""unit_price"": 860.0, ""line_total"": 860.0}, {""sku"": ""SKU000844"", ""qty"": 2, ""unit_price"": 1340.0, ""line_total"": 2680.0}]",8960.0,cancelled,2025-12-02T20:15:38.847080
ORD000035,318,"[{""sku"": ""SKU000789"", ""qty"": 1, ""unit_price"": 820.0, ""line_total"": 820.0}, {""sku"": ""SKU000392"", ""qty"": 1, ""unit_price"": 1600.0, ""line_total"": 1600.0}]",2420.0,shipped,2025-11-24T16:33:38.847572
ORD000036,436,"[{""sku"": ""SKU000290"", ""qty"": 2, ""unit_price"": 4479.79, ""line_total"": 8959.58}, {""sku"": ""SKU000785"", ""qty"": 2, ""unit_price"": 1430.0, ""line_total"": 2860.0}, {""sku"": ""SKU000446"", ""qty"": 3, ""unit_price"": 1270.0, ""line_total"": 3810.0}]",15629.58,shipped,2025-11-26T18:12:38.848117
ORD000037,264,"[{""sku"": ""SKU000077"", ""qty"": 3, ""unit_price"": 3479.67, ""line_total"": 10439.01}]",10439.01,delivered,2025-11-13T07:46:38.848528
ORD000038,380,"[{""sku"": ""SKU000895"", ""qty"": 1, ""unit_price"": 990.0, ""line_total"": 990.0}, {""sku"": ""SKU000354"", ""qty"": 2, ""unit_price"": 1430.0, ""line_total"": 2860.0}]",3850.0,delivered,2025-11-29T14:34:38.849008
ORD000039,252,"[{""sku"": ""SKU000654"", ""qty"": 1, ""unit_price"": 1140.0, ""line_total"": 1140.0}, {""sku"": ""SKU000060"", ""qty"": 3, ""unit_price"": 3659.76, ""line_total"": 10979.28}]",12119.28,shipped,2025-11-30T00:21:38.849465
ORD000040,104,"[{""sku"": ""SKU000444"", ""qty"": 1, ""unit_price"": 2120.0, ""line_total"": 2120.0}, {""sku"": ""SKU000893"", ""qty"": 2, ""unit_price"": 1190.0, ""line_total"": 2380.0}, {""sku"": ""SKU000558"", ""qty"": 3, ""unit_price"": 2330.0, ""line_total"": 6990.0}]",11490.0,shipped,2025-11-09T13:18:38.850005
ORD000041,207,"[{""sku"": ""SKU000735"", ""qty"": 1, ""unit_price"": 760.0, ""line_total"": 760.0}]",760.0,placed,2025-11-08T03:54:38.850403
ORD000042,254,"[{""sku"": ""SKU000072"", ""qty"": 2, ""unit_price"": 4582.06, ""line_total"": 9164.12}]",9164.12,delivered,2025-11-11T16:57:38.850799
ORD000043,373,"[{""sku"": ""SKU000752"", ""qty"": 1, ""unit_price"": 1370.0, ""line_total"": 1370.0}, {""sku"": ""SKU000697"", ""qty"": 1, ""unit_price"": 1390.0, ""line_total"": 1390.0}]",2760.0,delivered,2025-11-20T14:59:38.851266
ORD000044,276,"[{""sku"": ""SKU000369"", ""qty"": 1, ""unit_price"": 1160.0, ""line_total"": 1160.0}, {""sku"": ""SKU000362"", ""qty"": 2, ""unit_price"": 1410.0, ""line_total"": 2820.0}]",3980.0,shipped,2025-11-17T11:38:38.851777
ORD000045,409,"[{""sku"": ""SKU000381"", ""qty"": 2, ""unit_price"": 950.0, ""line_total"": 1900.0}, {""sku"": ""SKU000644"", ""qty"": 3, ""unit_price"": 1990.0, ""line_total"": 5970.0}, {""sku"": ""SKU000200"", ""qty"": 3, ""unit_price"": 4434.12, ""line_total"": 13302.36}]",21172.36,delivered,2025-11-12T06:28:38.852308
ORD000046,386,"[{""sku"": ""SKU000288"", ""qty"": 2, ""unit_price"": 3022.39, ""line_total"": 6044.78}, {""sku"": ""SKU000223"", ""qty"": 3, ""unit_price"": 595.52, ""line_total"": 1786.56}, {""sku"": ""SKU000846"", ""qty"": 1, ""unit_price"": 1410.0, ""line_total"": 1410.0}, {""sku"": ""SKU000842"", ""qty"": 2, ""unit_price"": 1090.0, ""line_total"": 2180.0}]",11421.34,shipped,2025-12-02T16:26:38.852891
ORD000047,157,"[{""sku"": ""SKU000211"", ""qty"": 1, ""unit_price"": 3076.94, ""line_total"": 3076.94}, {""sku"": ""SKU000640"", ""qty"": 3, ""unit_price"": 1150.0, ""line_total"": 3450.0}, {""sku"": ""SKU000867"", ""qty"": 1, ""unit_price"": 1040.0, ""line_total"": 1040.0}]",7566.94,shipped,2025-12-06T13:44:38.853425
ORD000048,385,"[{""sku"": ""SKU000838"", ""qty"": 3, ""unit_price"": 2510.0, ""line_total"": 7530.0}]",7530.0,placed,2025-12-07T05:22:38.853827
ORD000049,313,"[{""sku"": ""SKU000344"", ""qty"": 2, ""unit_price"": 2220.0, ""line_total"": 4440.0}, {""sku"": ""SKU000604"", ""qty"": 2, ""unit_price"": 1080.0, ""line_total"": 2160.0}, {""sku"": ""SKU000875"", ""qty"": 2, ""unit_price"": 1420.0, ""line_total"": 2840.0}, {""sku"": ""SKU000607"", ""qty"": 3, ""unit_price"": 1310.0, ""line_total"": 3930.0}]",13370.0,shipped,2025-11-14T03:09:38.854403
ORD000050,427,"[{""sku"": ""SKU000454"", ""qty"": 1, ""unit_price"": 630.0, ""line_total"": 630.0}, {""sku"": ""SKU000525"", ""qty"": 1, ""unit_price"": 1520.0, ""line_total"": 1520.0}, {""sku"": ""SKU000832"", ""qty"": 2, ""unit_price"": 860.0, ""line_total"": 1720.0}, {""sku"": ""SKU000202"", ""qty"": 1, ""unit_price"": 4221.76, ""line_total"": 4221.76}]",8091.76,shipped,2025-11-25T00:35:38.855067
ORD000051,297,"[{""sku"": ""SKU000739"", ""qty"": 1, ""unit_price"": 840.0, ""line_total"": 840.0}, {""sku"": ""SKU000339"", ""qty"": 1, ""unit_price"": 1070.0, ""line_total"": 1070.0}]",1910.0,delivered,2025-11-13T00:35:38.855567
ORD000052,198,"[{""sku"": ""SKU000635"", ""qty"": 1, ""unit_price"": 1370.0, ""line_total"": 1370.0}, {""sku"": ""SKU000735"", ""qty"": 1, ""unit_price"": 760.0, ""line_total"": 760.0}, {""sku"": ""SKU000699"", ""qty"": 1, ""unit_price"": 1380.0, ""line_total"": 1380.0}, {""sku"": ""SKU000524"", ""qty"": 3, ""unit_price"": 2370.0, ""line_total"": 7110.0}]",10620.0,shipped,2025-11-18T19:33:38.856144
ORD000053,221,"[{""sku"": ""SKU000302"", ""qty"": 1, ""unit_price"": 822.15, ""line_total"": 822.15}]",822.15,cancelled,2025-12-06T09:35:38.856551
ORD000054,377,"[{""sku"": ""SKU000340"", ""qty"": 2, ""unit_price"": 990.0, ""line_total"": 1980.0}, {""sku"": ""SKU000824"", ""qty"": 3, ""unit_price"": 1890.0, ""line_total"": 5670.0}, {""sku"": ""SKU000094"", ""qty"": 1, ""unit_price"": 1896.41, ""line_total"": 1896.41}, {""sku"": ""SKU000068"", ""qty"": 2, ""unit_price"": 4394.26, ""line_total"": 8788.52}]",18334.93,delivered,2025-11-14T23:07:38.857124
ORD000055,145,"[{""sku"": ""SKU000352"", ""qty"": 3, ""unit_price"": 1950.0, ""line_total"": 5850.0}]",5850.0,delivered,2025-12-01T11:04:38.857536
ORD000056,375,"[{""sku"": ""SKU000900"", ""qty"": 1, ""unit_price"": 1270.0, ""line_total"": 1270.0}, {""sku"": ""SKU000069"", ""qty"": 3, ""unit_price"": 4899.7, ""line_total"": 14699.099999999999}, {""sku"": ""SKU000110"", ""qty"": 1, ""unit_price"": 3459.75, ""line_total"": 3459.75}]",19428.85,delivered,2025-11-29T11:02:38.858058
ORD000057,409,"[{""sku"": ""SKU000840"", ""qty"": 1, ""unit_price"": 1250.0, ""line_total"": 1250.0}, {""sku"": ""SKU000218"", ""qty"": 1, ""unit_price"": 3112.44, ""line_total"": 3112.44}, {""sku"": ""SKU000092"", ""qty"": 3, ""unit_price"": 3972.38, ""line_total"": 11917.14}]",16279.58,delivered,2025-11-26T18:06:38.858586
ORD000058,219,"[{""sku"": ""SKU000772"", ""qty"": 2, ""unit_price"": 1510.0, ""line_total"": 3020.0}]",3020.0,cancelled,2025-12-01T05:38:38.859008
ORD000059,221,"[{""sku"": ""SKU000369"", ""qty"": 2, ""unit_price"": 1160.0, ""line_total"": 2320.0}]",2320.0,cancelled,2025-11-19T06:33:38.859388
ORD000060,127,"[{""sku"": ""SKU000310"", ""qty"": 3, ""unit_price"": 2977.78, ""line_total"": 8933.34}, {""sku"": ""SKU000290"", ""qty"": 3, ""unit_price"": 4479.79, ""line_total"": 13439.369999999999}, {""sku"": ""SKU000105"", ""qty"": 2, ""unit_price"": 1969.12, ""line_total"": 3938.24}]",26310.95,delivered,2025-12-07T03:46:38.860005
ORD000061,205,"[{""sku"": ""SKU000439"", ""qty"": 3, ""unit_price"": 1200.0, ""line_total"": 3600.0}]",3600.0,placed,2025-11-24T23:58:38.860415
ORD000062,266,"[{""sku"": ""SKU000410"", ""qty"": 1, ""unit_price"": 740.0, ""line_total"": 740.0}, {""sku"": ""SKU000679"", ""qty"": 2, ""unit_price"": 1730.0, ""line_total"": 3460.0}, {""sku"": ""SKU000264"", ""qty"": 2, ""unit_price"": 868.92, ""line_total"": 1737.84}, {""sku"": ""SKU000080"", ""qty"": 3, ""unit_price"": 3858.43, ""line_total"": 11575.289999999999}]",17513.13,delivered,2025-12-01T22:09:38.861002
ORD000063,162,"[{""sku"": ""SKU000636"", ""qty"": 2, ""unit_price"": 1440.0, ""line_total"": 2880.0}, {""sku"": ""SKU000689"", ""qty"": 3, ""unit_price"": 1410.0, ""line_total"": 4230.0}]",7110.0,placed,2025-11-13T02:15:38.861462
ORD000064,448,"[{""sku"": ""SKU000813"", ""qty"": 3, ""unit_price"": 1620.0, ""line_total"": 4860.0}, {""sku"": ""SKU000550"", ""qty"": 3, ""unit_price"": 1580.0, ""line_total"": 4740.0}, {""sku"": ""SKU000422"", ""qty"": 3, ""unit_price"": 790.0, ""line_total"": 2370.0}]",11970.0,placed,2025-11-06T16:02:38.861995
ORD000065,296,"[{""sku"": ""SKU000576"", ""qty"": 2, ""unit_price"": 1810.0, ""line_total"": 3620.0}, {""sku"": ""SKU000175"", ""qty"": 3, ""unit_price"": 1225.53, ""line_total"": 3676.59}, {""sku"": ""SKU000467"", ""qty"": 1, ""unit_price"": 1010.0, ""line_total"": 1010.0}, {""sku"": ""SKU000659"", ""qty"": 2, ""unit_price"": 2110.0, ""line_total"": 4220.0}]",12526.59,placed,2025-12-05T00:12:38.862564
ORD000066,269,"[{""sku"": ""SKU000897"", ""qty"": 2, ""unit_price"": 2450.0, ""line_total"": 4900.0}, {""sku"": ""SKU000092"", ""qty"": 1, ""unit_price"": 3972.38, ""line_total"": 3972.38}]",8872.38,delivered,2025-11-10T15:40:38.863042
ORD000067,118,"[{""sku"": ""SKU000403"", ""qty"": 1, ""unit_price"": 1160.0, ""line_total"": 1160.0}, {""sku"": ""SKU000896"", ""qty"": 1, ""unit_price"": 1940.0, ""line_total"": 1940.0}, {""sku"": ""SKU000504"", ""qty"": 2, ""unit_price"": 1340.0, ""line_total"": 2680.0}]",5780.0,delivered,2025-11-11T13:50:38.863558
ORD000068,169,"[{""sku"": ""SKU000504"", ""qty"": 1, ""unit_price"": 1340.0, ""line_total"": 1340.0}, {""sku"": ""SKU000590"", ""qty"": 3, ""unit_price"": 1020.0, ""line_total"": 3060.0}]",4400.0,placed,2025-12-07T03:22:38.864023
ORD000069,190,"[{""sku"": ""SKU000783"", ""qty"": 2, ""unit_price"": 1080.0, ""line_total"": 2160.0}]",2160.0,shipped,2025-11-24T08:02:38.864417
ORD000070,120,"[{""sku"": ""SKU000118"", ""qty"": 1, ""unit_price"": 2621.71, ""line_total"": 2621.71}]",2621.71,delivered,2025-11-08T10:12:38.864809
ORD000071,373,"[{""sku"": ""SKU000369"", ""qty"": 1, ""unit_price"": 1160.0, ""line_total"": 1160.0}, {""sku"": ""SKU000765"", ""qty"": 2, ""unit_price"": 2710.0, ""line_total"": 5420.0}, {""sku"": ""SKU000797"", ""qty"": 1, ""unit_price"": 1650.0, ""line_total"": 1650.0}, {""sku"": ""SKU000507"", ""qty"": 1, ""unit_price"": 1280.0, ""line_total"": 1280.0}]",9510.0,delivered,2025-11-28T12:19:38.865382
ORD000072,316,"[{""sku"": ""SKU000782"", ""qty"": 3, ""unit_price"": 1210.0, ""line_total"": 3630.0}, {""sku"": ""SKU000847"", ""qty"": 3, ""unit_price"": 1600.0, ""line_total"": 4800.0}]",8430.0,delivered,2025-11-29T07:56:38.865848
ORD000073,427,"[{""sku"": ""SKU000114"", ""qty"": 2, ""unit_price"": 2929.24, ""line_total"": 5858.48}, {""sku"": ""SKU000690"", ""qty"": 1, ""unit_price"": 1310.0, ""line_total"": 1310.0}, {""sku"": ""SKU000503"", ""qty"": 3, ""unit_price"": 1240.0, ""line_total"": 3720.0}, {""sku"": ""SKU000241"", ""qty"": 2, ""unit_price"": 3871.51, ""line_total"": 7743.02}]",18631.5,delivered,2025-11-17T04:38:38.866437
ORD000074,302,"[{""sku"": ""SKU000801"", ""qty"": 1, ""unit_price"": 1560.0, ""line_total"": 1560.0}, {""sku"": ""SKU000486"", ""qty"": 3, ""unit_price"": 1860.0, ""line_total"": 5580.0}, {""sku"": ""SKU000795"", ""qty"": 3, ""unit_price"": 870.0, ""line_total"": 2610.0}, {""sku"": ""SKU000658"", ""qty"": 1, ""unit_price"": 2010.0, ""line_total"": 2010.0}]",11760.0,shipped,2025-11-20T18:24:38.867030
ORD000075,426,"[{""sku"": ""SKU000208"", ""qty"": 2, ""unit_price"": 3464.93, ""line_total"": 6929.86}]",6929.86,delivered,2025-12-06T10:23:38.867437
ORD000076,343,"[{""sku"": ""SKU000520"", ""qty"": 1, ""unit_price"": 2150.0, ""line_total"": 2150.0}, {""sku"": ""SKU000457"", ""qty"": 3, ""unit_price"": 1980.0, ""line_total"": 5940.0}, {""sku"": ""SKU000437"", ""qty"": 3, ""unit_price"": 2100.0, ""line_total"": 6300.0}, {""sku"": ""SKU000233"", ""qty"": 2, ""unit_price"": 1611.01, ""line_total"": 3222.02}]",17612.02,delivered,2025-11-15T20:01:38.868050
ORD000077,434,"[{""sku"": ""SKU000738"", ""qty"": 2, ""unit_price"": 1150.0, ""line_total"": 2300.0}, {""sku"": ""SKU000662"", ""qty"": 1, ""unit_price"": 1510.0, ""line_total"": 1510.0}]",3810.0,delivered,2025-11-26T21:54:38.868535
ORD000078,269,"[{""sku"": ""SKU000117"", ""qty"": 3, ""unit_price"": 2559.79, ""line_total"": 7679.37}, {""sku"": ""SKU000501"", ""qty"": 2, ""unit_price"": 1080.0, ""line_total"": 2160.0}]",9839.37,delivered,2025-11-18T02:18:38.869006
ORD000079,405,"[{""sku"": ""SKU000110"", ""qty"": 3, ""unit_price"": 3459.75, ""line_total"": 10379.25}, {""sku"": ""SKU000322"", ""qty"": 3, ""unit_price"": 1450.0, ""line_total"": 4350.0}, {""sku"": ""SKU000173"", ""qty"": 3, ""unit_price"": 4105.38, ""line_total"": 12316.14}, {""sku"": ""SKU000392"", ""qty"": 1, ""unit_price"": 1600.0, ""line_total"": 1600.0}]",28645.39,delivered,2025-11-29T14:12:38.869573
ORD000080,205,"[{""sku"": ""SKU000418"", ""qty"": 3, ""unit_price"": 1510.0, ""line_total"": 4530.0}, {""sku"": ""SKU000213"", ""qty"": 3, ""unit_price"": 2103.64, ""line_total"": 6310.92}, {""sku"": ""SKU000530"", ""qty"": 3, ""unit_price"": 1780.0, ""line_total"": 5340.0}, {""sku"": ""SKU000100"", ""qty"": 2, ""unit_price"": 1357.52, ""line_total"": 2715.04}]",18895.96,shipped,2025-11-26T19:27:38.870157
ORD000081,407,"[{""sku"": ""SKU000033"", ""qty"": 1, ""unit_price"": 3071.25, ""line_total"": 3071.25}, {""sku"": ""SKU000193"", ""qty"": 1, ""unit_price"": 3978.92, ""line_total"": 3978.92}, {""sku"": ""SKU000171"", ""qty"": 2, ""unit_price"": 3918.71, ""line_total"": 7837.42}, {""sku"": ""SKU000654"", ""qty"": 1, ""unit_price"": 1140.0, ""line_total"": 1140.0}]",16027.59,delivered,2025-11-23T23:21:38.870746
ORD000082,201,"[{""sku"": ""SKU000876"", ""qty"": 1, ""unit_price"": 1770.0, ""line_total"": 1770.0}, {""sku"": ""SKU000010"", ""qty"": 3, ""unit_price"": 840.8, ""line_total"": 2522.3999999999996}, {""sku"": ""SKU000113"", ""qty"": 3, ""unit_price"": 2721.37, ""line_total"": 8164.11}, {""sku"": ""SKU000811"", ""qty"": 1, ""unit_price"": 1700.0, ""line_total"": 1700.0}]",14156.51,delivered,2025-11-13T01:27:38.871367
ORD000083,410,"[{""sku"": ""SKU000035"", ""qty"": 1, ""unit_price"": 4364.49, ""line_total"": 4364.49}, {""sku"": ""SKU000038"", ""qty"": 3, ""unit_price"": 1941.52, ""line_total"": 5824.5599999999995}, {""sku"": ""SKU000384"", ""qty"": 3, ""unit_price"": 1520.0, ""line_total"": 4560.0}, {""sku"": ""SKU000415"", ""qty"": 2, ""unit_price"": 1420.0, ""line_total"": 2840.0}]",17589.05,delivered,2025-11-10T02:11:38.871978
