inventory_id,sku,store_id,quantity,created_at,updated_at
29,SKU000006,STORE_PUNE,128,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
30,SKU000006,STORE_CHENNAI,98,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
31,SKU000007,STORE_MUMBAI,298,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
32,SKU000007,STORE_DELHI,128,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
33,SKU000007,STORE_BANGALORE,229,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
34,SKU000007,STORE_PUNE,54,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
35,SKU000007,STORE_CHENNAI,100,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
36,SKU000008,STORE_MUMBAI,187,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
37,SKU000008,STORE_DELHI,124,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
38,SKU000008,STORE_BANGALORE,123,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
39,SKU000008,STORE_PUNE,170,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
40,SKU000008,STORE_CHENNAI,100,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
41,SKU000009,STORE_MUMBAI,214,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
42,SKU000009,STORE_DELHI,90,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
43,SKU000009,STORE_BANGALORE,132,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
44,SKU000009,STORE_PUNE,57,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
45,SKU000009,STORE_CHENNAI,181,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
46,SKU000010,STORE_MUMBAI,168,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
47,SKU000010,STORE_DELHI,129,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
48,SKU000010,STORE_BANGALORE,73,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
49,SKU000010,STORE_PUNE,48,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
50,SKU000010,STORE_CHENNAI,139,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
51,SKU000011,STORE_MUMBAI,132,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
52,SKU000011,STORE_DELHI,199,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
53,SKU000011,STORE_BANGALORE,143,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
54,SKU000011,STORE_PUNE,131,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
55,SKU000011,STORE_CHENNAI,160,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
56,SKU000012,STORE_MUMBAI,267,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
57,SKU000012,STORE_DELHI,241,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
58,SKU000012,STORE_BANGALORE,67,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
59,SKU000012,STORE_PUNE,74,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
60,SKU000012,STORE_CHENNAI,130,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
61,SKU000013,STORE_MUMBAI,243,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
62,SKU000013,STORE_DELHI,119,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
63,SKU000013,STORE_BANGALORE,163,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
64,SKU000013,STORE_PUNE,171,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
65,SKU000013,STORE_CHENNAI,51,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
66,SKU000014,STORE_MUMBAI,213,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
67,SKU000014,STORE_DELHI,123,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
68,SKU000014,STORE_BANGALORE,165,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
69,SKU000014,STORE_PUNE,43,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
70,SKU000014,STORE_CHENNAI,103,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
71,SKU000015,STORE_MUMBAI,270,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
72,SKU000015,STORE_DELHI,215,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
73,SKU000015,STORE_BANGALORE,103,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
74,SKU000015,STORE_PUNE,53,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
75,SKU000015,STORE_CHENNAI,144,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
76,SKU000016,STORE_MUMBAI,127,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
77,SKU000016,STORE_DELHI,84,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
78,SKU000016,STORE_BANGALORE,99,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
79,SKU000016,STORE_PUNE,121,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
80,SKU000016,STORE_CHENNAI,160,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
81,SKU000017,STORE_MUMBAI,132,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
82,SKU000017,STORE_DELHI,93,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
83,SKU000017,STORE_BANGALORE,213,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
84,SKU000017,STORE_PUNE,163,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
85,SKU000017,STORE_CHENNAI,90,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
86,SKU000018,STORE_MUMBAI,236,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
87,SKU000018,STORE_DELHI,84,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
88,SKU000018,STORE_BANGALORE,104,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
89,SKU000018,STORE_PUNE,104,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
90,SKU000018,STORE_CHENNAI,138,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
91,SKU000019,STORE_MUMBAI,150,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
92,SKU000019,STORE_DELHI,78,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
93,SKU000019,STORE_BANGALORE,147,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
94,SKU000019,STORE_PUNE,168,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
95,SKU000019,STORE_CHENNAI,185,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
96,SKU000020,STORE_MUMBAI,295,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
97,SKU000020,STORE_DELHI,132,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
98,SKU000020,STORE_BANGALORE,198,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
99,SKU000020,STORE_PUNE,120,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
100,SKU000020,STORE_CHENNAI,185,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
101,SKU000021,STORE_MUMBAI,242,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
102,SKU000021,STORE_DELHI,232,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
103,SKU000021,STORE_BANGALORE,92,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
104,SKU000021,STORE_PUNE,162,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
105,SKU000021,STORE_CHENNAI,54,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
106,SKU000022,STORE_MUMBAI,120,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
107,SKU000022,STORE_DELHI,97,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
108,SKU000022,STORE_BANGALORE,194,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
109,SKU000022,STORE_PUNE,111,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
110,SKU000022,STORE_CHENNAI,61,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
111,SKU000023,STORE_MUMBAI,241,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
112,SKU000023,STORE_DELHI,102,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
113,SKU000023,STORE_BANGALORE,107,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
114,SKU000023,STORE_PUNE,101,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
115,SKU000023,STORE_CHENNAI,86,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
116,SKU000024,STORE_MUMBAI,178,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
117,SKU000024,STORE_DELHI,241,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
118,SKU000024,STORE_BANGALORE,163,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
119,SKU000024,STORE_PUNE,74,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
120,SKU000024,STORE_CHENNAI,150,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
121,SKU000025,STORE_MUMBAI,254,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
122,SKU000025,STORE_DELHI,200,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
123,SKU000025,STORE_BANGALORE,60,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
124,SKU000025,STORE_PUNE,44,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
125,SKU000025,STORE_CHENNAI,191,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
126,SKU000026,STORE_MUMBAI,182,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
127,SKU000026,STORE_DELHI,96,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
128,SKU000026,STORE_BANGALORE,196,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
129,SKU000026,STORE_PUNE,54,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
130,SKU000026,STORE_CHENNAI,139,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
131,SKU000027,STORE_MUMBAI,121,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
132,SKU000027,STORE_DELHI,193,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
133,SKU000027,STORE_BANGALORE,238,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
134,SKU000027,STORE_PUNE,102,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
135,SKU000027,STORE_CHENNAI,145,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
136,SKU000028,STORE_MUMBAI,131,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
137,SKU000028,STORE_DELHI,165,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
138,SKU000028,STORE_BANGALORE,191,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
139,SKU000028,STORE_PUNE,68,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
140,SKU000028,STORE_CHENNAI,85,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
141,SKU000029,STORE_MUMBAI,92,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
142,SKU000029,STORE_DELHI,229,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
143,SKU000029,STORE_BANGALORE,130,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
144,SKU000029,STORE_PUNE,125,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
145,SKU000029,STORE_CHENNAI,77,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
146,SKU000030,STORE_MUMBAI,145,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
147,SKU000030,STORE_DELHI,239,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
148,SKU000030,STORE_BANGALORE,104,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
149,SKU000030,STORE_PUNE,101,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
150,SKU000030,STORE_CHENNAI,183,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
151,SKU000031,STORE_MUMBAI,107,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
152,SKU000031,STORE_DELHI,97,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
153,SKU000031,STORE_BANGALORE,167,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
154,SKU000031,STORE_PUNE,83,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
155,SKU000031,STORE_CHENNAI,133,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
156,SKU000032,STORE_MUMBAI,109,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
157,SKU000032,STORE_DELHI,259,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
158,SKU000032,STORE_BANGALORE,134,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
159,SKU000032,STORE_PUNE,167,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
160,SKU000032,STORE_CHENNAI,141,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
161,SKU000033,STORE_MUMBAI,296,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
162,SKU000033,STORE_DELHI,259,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
163,SKU000033,STORE_BANGALORE,188,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
164,SKU000033,STORE_PUNE,160,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
165,SKU000033,STORE_CHENNAI,76,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
166,SKU000034,STORE_MUMBAI,269,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
167,SKU000034,STORE_DELHI,190,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
168,SKU000034,STORE_BANGALORE,175,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
169,SKU000034,STORE_PUNE,42,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
170,SKU000034,STORE_CHENNAI,152,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
171,SKU000035,STORE_MUMBAI,277,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
172,SKU000035,STORE_DELHI,224,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
173,SKU000035,STORE_BANGALORE,196,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
174,SKU000035,STORE_PUNE,101,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
175,SKU000035,STORE_CHENNAI,100,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
176,SKU000036,STORE_MUMBAI,251,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
177,SKU000036,STORE_DELHI,221,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
178,SKU000036,STORE_BANGALORE,118,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
179,SKU000036,STORE_PUNE,157,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
180,SKU000036,STORE_CHENNAI,145,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
181,SKU000037,STORE_MUMBAI,295,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
182,SKU000037,STORE_DELHI,249,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
183,SKU000037,STORE_BANGALORE,172,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
184,SKU000037,STORE_PUNE,101,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
185,SKU000037,STORE_CHENNAI,101,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
186,SKU000038,STORE_MUMBAI,91,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
187,SKU000038,STORE_DELHI,108,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
188,SKU000038,STORE_BANGALORE,189,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
189,SKU000038,STORE_PUNE,170,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
190,SKU000038,STORE_CHENNAI,162,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
191,SKU000039,STORE_MUMBAI,180,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
192,SKU000039,STORE_DELHI,182,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
193,SKU000039,STORE_BANGALORE,140,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
194,SKU000039,STORE_PUNE,152,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
195,SKU000039,STORE_CHENNAI,51,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
196,SKU000040,STORE_MUMBAI,209,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
197,SKU000040,STORE_DELHI,123,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
198,SKU000040,STORE_BANGALORE,146,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
199,SKU000040,STORE_PUNE,168,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
200,SKU000040,STORE_CHENNAI,196,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
201,SKU000041,STORE_MUMBAI,205,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
202,SKU000041,STORE_DELHI,199,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
203,SKU000041,STORE_BANGALORE,112,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
204,SKU000041,STORE_PUNE,107,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
205,SKU000041,STORE_CHENNAI,172,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
206,SKU000042,STORE_MUMBAI,224,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
207,SKU000042,STORE_DELHI,107,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
208,SKU000042,STORE_BANGALORE,83,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
209,SKU000042,STORE_PUNE,108,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
210,SKU000042,STORE_CHENNAI,165,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
211,SKU000043,STORE_MUMBAI,177,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
212,SKU000043,STORE_DELHI,208,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
213,SKU000043,STORE_BANGALORE,203,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
214,SKU000043,STORE_PUNE,136,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
215,SKU000043,STORE_CHENNAI,173,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
216,SKU000044,STORE_MUMBAI,266,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
217,SKU000044,STORE_DELHI,139,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
218,SKU000044,STORE_BANGALORE,152,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
219,SKU000044,STORE_PUNE,42,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
220,SKU000044,STORE_CHENNAI,197,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
221,SKU000045,STORE_MUMBAI,266,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
222,SKU000045,STORE_DELHI,233,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
223,SKU000045,STORE_BANGALORE,206,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
224,SKU000045,STORE_PUNE,129,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
225,SKU000045,STORE_CHENNAI,196,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
226,SKU000046,STORE_MUMBAI,227,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
227,SKU000046,STORE_DELHI,165,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
228,SKU000046,STORE_BANGALORE,111,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
229,SKU000046,STORE_PUNE,167,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
230,SKU000046,STORE_CHENNAI,88,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
231,SKU000047,STORE_MUMBAI,161,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
232,SKU000047,STORE_DELHI,173,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
233,SKU000047,STORE_BANGALORE,188,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
234,SKU000047,STORE_PUNE,50,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
235,SKU000047,STORE_CHENNAI,91,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
236,SKU000048,STORE_MUMBAI,178,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
237,SKU000048,STORE_DELHI,76,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
238,SKU000048,STORE_BANGALORE,203,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
239,SKU000048,STORE_PUNE,129,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
240,SKU000048,STORE_CHENNAI,161,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
241,SKU000049,STORE_MUMBAI,139,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
242,SKU000049,STORE_DELHI,182,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
243,SKU000049,STORE_BANGALORE,61,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
244,SKU000049,STORE_PUNE,168,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
245,SKU000049,STORE_CHENNAI,97,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
246,SKU000050,STORE_MUMBAI,219,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
247,SKU000050,STORE_DELHI,106,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
248,SKU000050,STORE_BANGALORE,219,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
249,SKU000050,STORE_PUNE,48,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
250,SKU000050,STORE_CHENNAI,148,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
251,SKU000051,STORE_MUMBAI,226,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
252,SKU000051,STORE_DELHI,117,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
253,SKU000051,STORE_BANGALORE,190,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
254,SKU000051,STORE_PUNE,93,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
255,SKU000051,STORE_CHENNAI,169,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
256,SKU000052,STORE_MUMBAI,240,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
257,SKU000052,STORE_DELHI,221,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
258,SKU000052,STORE_BANGALORE,175,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
259,SKU000052,STORE_PUNE,114,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
260,SKU000052,STORE_CHENNAI,162,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
261,SKU000053,STORE_MUMBAI,279,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
262,SKU000053,STORE_DELHI,233,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
263,SKU000053,STORE_BANGALORE,225,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
264,SKU000053,STORE_PUNE,143,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
265,SKU000053,STORE_CHENNAI,133,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
266,SKU000054,STORE_MUMBAI,191,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
267,SKU000054,STORE_DELHI,168,2026-01-25T12:02:56.630342,2026-01-25T12:02:56.630342
